datetime,temp_avg,hum_avg,pressure_avg,rain
12-04-1997,28.47826087,51.30434783,1008.869565,0
13-04-1997,28.26086957,47.86956522,1006.782609,0
14-04-1997,27.9750577,33.76861277,1006.772727,0
15-04-1997,27.58333333,39.54166667,1007.458333,0
16-04-1997,25.70833333,37.41666667,1010.166667,0
17-04-1997,24.31818182,38.09090909,1011.590909,0
18-04-1997,25.52173913,37.52173913,1012.26087,0
19-04-1997,26.65217391,36.95652174,1011.869565,0
20-04-1997,28.41666667,39.20833333,1010.583333,0
21-04-1997,29.5,35.59090909,1009.227273,0
22-04-1997,28.95652174,35.56521739,1010.173913,0
23-04-1997,30.09090909,34,1422.318182,0
24-04-1997,31.13043478,33.47826087,1008.173913,0
25-04-1997,29.94444444,29.66666667,1005.833333,0
26-04-1997,30.65,45.4,1006.45,0
27-04-1997,28.69565217,56.91304348,1008.869565,0
28-04-1997,31.61111111,35.55555556,1009.055556,0
04-05-1997,23.46666667,88.13333333,1005.266667,0
05-05-1997,24.13043478,81.13043478,1006.782609,0
06-05-1997,26.43478261,65.2173913,1007.26087,0
07-05-1997,28.15,62.55,1004.75,1
08-05-1997,26.4375,67.6875,1008.75,0
09-05-1997,28.82352941,39.29411765,1008.352941,0
10-05-1997,28.88235294,28.17647059,1006,0
11-05-1997,29.96951497,27.99497116,1005.444444,0
12-05-1997,31.2,31,1005,0
13-05-1997,30.95238095,31.04761905,1005.619048,0
14-05-1997,31.04545455,28.72727273,1007.818182,0
15-05-1997,30.25,27.3,1007.9,0
16-05-1997,29.16666667,32.55555556,1005.222222,0
17-05-1997,30.5,27.40909091,1003.818182,0
18-05-1997,32.95454545,23.09090909,1002.454545,0
19-05-1997,30.9047619,25.57142857,1001.809524,0
20-05-1997,33,24.14285714,1001.380952,0
21-05-1997,33.43478261,28.34782609,1002.391304,0
22-05-1997,31.77272727,35.40909091,1004.636364,0
23-05-1997,32.27272727,35.04545455,1003.863636,0
24-05-1997,32.28571429,36.47619048,1003.428571,0
25-05-1997,32.47826087,44,1003.391304,0
26-05-1997,32.67738813,54.03722554,1002.772727,0
27-05-1997,30.0763826,68.46892005,1001.894737,1
28-05-1997,29.27272727,71.31818182,1002.545455,1
29-05-1997,28.70833333,61.625,1002.291667,1
30-05-1997,27.84070434,64.86934256,1004.25,1
31-05-1997,24.69230769,79.69230769,1007.076923,0
01-06-1997,26.26315789,72.26315789,1006.052632,0
02-06-1997,27.77777778,67.44444444,1006.444444,0
05-06-1997,30.35018135,49.91564013,1005.5,0
06-06-1997,32.29411765,50.70588235,1005.352941,1
07-06-1997,33.08333333,49.08333333,1005.708333,0
08-06-1997,33.63157895,45.89473684,1005.473684,0
10-06-1997,31.53333333,55.6,1004,0
11-06-1997,33.22727273,45.40909091,1003.772727,0
12-06-1997,30.4,64.5,1004.3,1
13-06-1997,34.66666667,46.11111111,1005.555556,0
14-06-1997,33.91304348,49.65217391,1004.695652,0
15-06-1997,34.72222222,45.05555556,1001.555556,0
16-06-1997,36.15,39.7,1000.8,1
17-06-1997,36.0952381,43.33333333,998.9047619,0
18-06-1997,34.63636364,51.59090909,998.7727273,1
19-06-1997,25.47619048,85.9047619,1002.666667,1
20-06-1997,27.34782609,91.86956522,1004.304348,1
21-06-1997,32.26086957,74.30434783,1002.130435,0
22-06-1997,32.92625093,67.66235623,1000.142857,0
23-06-1997,32.2173913,70.26086957,997.3913043,1
24-06-1997,32.36363636,75.81818182,994.5454545,0
25-06-1997,34.08333333,69.33333333,994.7916667,0
26-06-1997,30.76923077,81.69230769,997.1538462,1
27-06-1997,28.20427246,89.15912341,994.5833333,1
28-06-1997,31.11672712,77.99568957,994.047619,0
29-06-1997,29.70833333,85.33333333,993,1
30-06-1997,30.08695652,81.47826087,995.7391304,0
01-07-1997,31.45404146,69.13992014,998,0
02-07-1997,33.40320434,59.11934256,996.8125,0
03-07-1997,35.63157895,52,997.7894737,0
04-07-1997,34.72727273,59.36363636,996.7272727,0
05-07-1997,33.66666667,64.14285714,997.3333333,0
06-07-1997,32.27272727,76.36363636,996.8181818,0
07-07-1997,33.875,72.625,996.875,0
08-07-1997,31.2688029,77.74622837,997.4166667,0
09-07-1997,32.5,75.16666667,996.8888889,1
10-07-1997,30.27272727,83.77272727,993.7272727,1
11-07-1997,30.5,89.77272727,955.5454545,1
12-07-1997,31.17391304,81.86956522,997.4782609,1
13-07-1997,30.25958426,84.56711814,998.5714286,0
14-07-1997,30.68546956,86.87122837,1000.5,1
15-07-1997,29.68815569,90.13854671,999.047619,1
16-07-1997,28.04545455,95.04545455,997.7727273,1
17-07-1997,32.86363636,72.27272727,1000.272727,0
18-07-1997,32.2,88.53333333,1000.666667,0
19-07-1997,31.9047619,88.47619048,1001.904762,0
20-07-1997,28.56521739,96,1002.913043,1
21-07-1997,29.90909091,85.09090909,1004.136364,0
22-07-1997,28.43478261,89.7826087,1004.217391,1
23-07-1997,30.36363636,83.09090909,1003.818182,0
24-07-1997,28.95,93.2,1002.1,1
25-07-1997,29.90909091,93.18181818,1001.590909,0
26-07-1997,31.26086957,83.60869565,960.9130435,0
27-07-1997,30.66666667,82.91666667,1000.458333,0
28-07-1997,31.28571429,79.71428571,1001.047619,0
29-07-1997,29.95,89.15,998.15,1
30-07-1997,29.86363636,90.27272727,997.6363636,0
31-07-1997,29.95454545,87.27272727,997.4545455,1
01-08-1997,27.59291759,95.66235623,997.1428571,1
02-08-1997,26.30720331,97.70997528,995.4285714,1
03-08-1997,28.8,85.65,998.9,0
04-08-1997,29.375,78.3125,998,0
05-08-1997,31.49556995,70.35540736,999.0909091,0
06-08-1997,32.4,77.1,999.1,0
07-08-1997,29.47619048,78.76190476,1001.047619,0
08-08-1997,29.2,82.85,1005.3,0
09-08-1997,29.06910807,81.80521338,1006.142857,0
10-08-1997,31.04347826,70.56521739,1003.565217,0
11-08-1997,29.85714286,78.33333333,1003.761905,0
12-08-1997,29.47619048,81.57142857,960.047619,1
13-08-1997,28.26829723,85.03722554,1415.090909,1
14-08-1997,29,81.2,1004.9,0
15-08-1997,28.66666667,83.85714286,1005.904762,1
16-08-1997,30.33333333,76.52380952,1004.380952,0
17-08-1997,30.85714286,73.35714286,1001.642857,0
18-08-1997,30.30434783,78.30434783,1002.304348,1
19-08-1997,28.63193359,90.30995281,1004,1
20-08-1997,31.85,76.45,1004.25,0
21-08-1997,32.68181818,71.72727273,1004.909091,0
22-08-1997,31.46666667,73.2,1003.533333,0
23-08-1997,30.63618164,71.77274894,1001.888889,0
24-08-1997,28.04347826,91.69565217,1000.391304,1
25-08-1997,27.5,94.11111111,999.5,1
26-08-1997,28,93.53333333,1001,1
27-08-1997,26.91395942,96.99497116,1003.222222,1
28-08-1997,30.0625,82.9375,1002,0
29-08-1997,28.6,88.45,1002.45,1
30-08-1997,29.3125,86.625,1003.9375,0
31-08-1997,30.77272727,78.13636364,1004.590909,0
01-09-1997,30.22727273,76.68181818,1003.5,0
02-09-1997,27.2,84,1004.1,1
03-09-1997,29.15005519,84.34389047,1004.913043,1
04-09-1997,31.5,68.45833333,1005.333333,0
05-09-1997,32,65.52380952,1006.380952,0
06-09-1997,31.88414861,63.17770368,1006.590909,0
07-09-1997,30.64705882,72.64705882,1008.176471,0
08-09-1997,27.07692308,95,1008.615385,1
09-09-1997,28.61111111,81.72222222,1007.777778,0
10-09-1997,28.13821614,82.46756961,964.7142857,0
11-09-1997,27.3395405,94.99523584,1006.526316,1
12-09-1997,27.13043478,94.95652174,1006.478261,1
13-09-1997,28.77272727,88.04545455,1007.909091,0
14-09-1997,29.86363636,79.95454545,1006.727273,1
15-09-1997,29.07256347,79.34547405,1006.6,1
16-09-1997,27.77820434,84.93184256,1008.625,0
17-09-1997,31.5,68.75,1008.583333,0
18-09-1997,31.5,67.05,1008.25,0
19-09-1997,31.56521739,62.73913043,1007.478261,0
20-09-1997,31.66666667,64.91666667,1008.916667,0
21-09-1997,29.7826087,69.60869565,1007.956522,0
22-09-1997,29.5,71.66666667,1008.555556,0
23-09-1997,30.76190476,62,1007.571429,0
24-09-1997,31.60213623,54.28789504,1006.75,0
25-09-1997,31.01962041,53.73519482,1005.565217,0
26-09-1997,31.19047619,47.42857143,1004.952381,0
27-09-1997,30.76190476,54.23809524,1005.571429,0
28-09-1997,30,49.95833333,1007.666667,0
29-09-1997,27.95833333,61,1010.541667,0
30-09-1997,23.7826087,69.56521739,1011.217391,1
01-10-1997,26.81818182,64.81818182,1012.090909,1
02-10-1997,25.04166667,73.54166667,1013.208333,0
03-10-1997,25.7826087,71.69565217,1014.565217,0
04-10-1997,24.32396824,78.47432526,1013.956522,1
05-10-1997,24.47826087,79.47826087,1012.521739,1
06-10-1997,24.77272727,74.59090909,1012.681818,0
07-10-1997,25.22727273,74.40909091,1013.954545,0
08-10-1997,25.3938029,71.99622837,977.0833333,0
09-10-1997,25.77777778,67.11111111,1014.888889,0
10-10-1997,24.68181818,78,1014.363636,0
11-10-1997,25.59291759,65.90045147,1013.571429,0
12-10-1997,27.19353346,61.95258613,1015.043478,0
13-10-1997,25.86956522,72.04347826,1013.73913,0
14-10-1997,26.15005519,65.51780352,1013.73913,0
15-10-1997,25.13636364,63.86363636,1013.818182,0
16-10-1997,26.05,60.85,1015.45,0
17-10-1997,25.67179433,63.34389047,1016.521739,1
18-10-1997,25.36842105,66.21052632,1015.263158,0
19-10-1997,21.54545455,82.86363636,1013.772727,1
20-10-1997,21.52173913,83.13043478,1014.695652,1
21-10-1997,22.77256347,72.94547405,1015.9,0
22-10-1997,23.33333333,71.16666667,1014.555556,0
23-10-1997,22.27777778,66.72222222,1014.944444,0
24-10-1997,20.80952381,76.14285714,1017.809524,0
25-10-1997,21.9,71,1018.3,0
26-10-1997,21.54166667,79.33333333,1017.25,0
27-10-1997,22.59090909,76.72727273,1016.181818,0
28-10-1997,22.75,66.55,1015.5,1
29-10-1997,19.84210526,86.26315789,1016.894737,1
30-10-1997,21.71680772,78.21216455,1019.555556,0
31-10-1997,23,72.71428571,1018.714286,0
01-11-1997,20.15384615,76,1018,0
02-11-1997,20.6,75.2,1018.4,0
03-11-1997,22.26548227,67.60842161,1403.538462,0
04-11-1997,23.1,64.6,1019.3,0
05-11-1997,24.125,56,1017.125,0
06-11-1997,22.55555556,74.44444444,1018,0
07-11-1997,22.22222222,69.77777778,1018.888889,0
08-11-1997,21.66666667,73.5,1015.166667,0
09-11-1997,22.66666667,70.66666667,1013.333333,0
10-11-1997,21.125,76.25,1014.625,0
11-11-1997,25,55,1014.2,0
12-11-1997,17.2,73.2,1014.6,0
13-11-1997,19.33333333,58.83333333,1014.666667,0
14-11-1997,19.11111111,61.11111111,1015.222222,0
15-11-1997,20.31375177,59.44631645,1014.727273,0
16-11-1997,18.46153846,66.30769231,1015.384615,0
17-11-1997,20.375,60.25,1014.625,0
18-11-1997,19.80394381,67.60842161,1013.769231,0
19-11-1997,21.57142857,56.14285714,1014.571429,0
20-11-1997,20.55555556,56.22222222,1018.222222,0
21-11-1997,21.2,48.4,1018.6,0
22-11-1997,19.72727273,64.27272727,1017.181818,0
23-11-1997,18.44444444,69.22222222,1015.222222,0
24-11-1997,20.53846154,58.23076923,1012.076923,0
25-11-1997,18,94,1012,0
26-11-1997,16.8,89.4,1016.4,0
27-11-1997,15.08062608,92.77274894,1017.888889,0
28-11-1997,16.60569661,72.43438677,1017.111111,0
29-11-1997,17.96341797,71.99396539,1018.266667,0
30-11-1997,19.0410245,76.80995281,1566.181818,0
01-12-1997,14.53333333,86.53333333,1019.333333,0
02-12-1997,15.4930385,79.27278299,1017.285714,0
03-12-1997,16.625,71.875,1024.875,0
04-12-1997,16.70427246,72.90912341,1017.416667,0
05-12-1997,17.4,77.9,1018.5,0
06-12-1997,18.09090909,83.45454545,1019.272727,0
07-12-1997,17.41666667,82.75,938.4166667,0
08-12-1997,17,93.75,1012.125,1
09-12-1997,15,99,1062.083333,1
10-12-1997,16.0902539,90.38189618,1016.8,0
11-12-1997,12.8,100,1018,0
12-12-1997,13.8125,95.875,1016.3125,0
13-12-1997,14.75,94.875,1016,0
14-12-1997,14.25,91.875,1018.25,0
15-12-1997,12,88,1019.25,0
16-12-1997,9.888888889,91.33333333,1021.111111,0
17-12-1997,13.79125115,87.58291064,1019.235294,0
18-12-1997,12.25,89.25,2166.25,0
19-12-1997,9.6,96.4,1019.6,0
20-12-1997,12.16125216,85.21216455,1019.222222,0
21-12-1997,10.71428571,86.71428571,1018.571429,0
22-12-1997,9.625,90.25,1020.25,0
23-12-1997,11.95011541,90.17358917,1018.636364,0
24-12-1997,12.80640869,88.23868511,1017.375,0
25-12-1997,10.5,89.7,1018.4,0
26-12-1997,11.62750354,88.8017238,1018.818182,0
27-12-1997,15.58050779,80.56379236,1016.6,0
28-12-1997,11.1,89.1,1019.9,0
29-12-1997,12.5,90.07142857,1019.714286,1
30-12-1997,9.75,95.5,1022,0
31-12-1997,14,74.6,1019,0
01-01-1998,10.69230769,79.07692308,1020,0
02-01-1998,11.30769231,76.23076923,1021.153846,0
03-01-1998,14.98781737,67.60237023,1020.875,0
04-01-1998,13.4930385,76.70135442,1018,0
05-01-1998,14.7,66.4,1017.8,0
06-01-1998,15.93140869,69.86368511,1016.875,0
07-01-1998,12.55555556,89.88888889,1018,0
08-01-1998,11.77777778,91.66666667,1017.333333,0
09-01-1998,12.18181818,95.63636364,1017.090909,0
10-01-1998,14.1,77.3,1016,0
11-01-1998,14.14285714,87,1014.142857,0
12-01-1998,15.75,78,1012.125,0
13-01-1998,14,76.85714286,1013.285714,0
14-01-1998,13,82.5,1013.75,0
15-01-1998,19,62,1012.2,0
16-01-1998,13.42857143,59,1012,0
17-01-1998,9.625,74.625,1016,0
18-01-1998,7.111111111,92.33333333,1017.222222,0
19-01-1998,9.875,70,1016.5,0
20-01-1998,13.83333333,57.48491349,1016.833333,0
21-01-1998,10.91666667,75.75,1776.083333,0
22-01-1998,12.4,66.8,1016.8,0
23-01-1998,11.25,77.75,1018.5,0
24-01-1998,12.66666667,70.55555556,1020,0
25-01-1998,17.36281737,53.97737023,1021.5,0
26-01-1998,11.35714286,69.92857143,1017.714286,0
27-01-1998,14.375,67.125,1018.625,0
28-01-1998,17.42857143,69.42857143,1019.428571,0
29-01-1998,17.6,72.1,1021.3,0
30-01-1998,15.57142857,91.42857143,1021.142857,0
31-01-1998,15.66666667,82.77777778,1019.777778,0
01-02-1998,17.875,78.125,1018.5,1
02-02-1998,17.28571429,88.14285714,1018.571429,0
03-02-1998,16.42857143,79.57142857,1018.714286,0
04-02-1998,13.33333333,78.33333333,1019.777778,0
05-02-1998,14.55555556,58.77777778,1016.777778,0
06-02-1998,15.07692308,59.53846154,1016.692308,0
07-02-1998,13.42857143,66.42857143,1138,0
08-02-1998,17,55.14285714,1019.285714,0
09-02-1998,15.71428571,63.57142857,1019.714286,0
10-02-1998,16.8967513,69.26063206,1019.866667,0
11-02-1998,20.5,60.8,1018.1,0
12-02-1998,17.45454545,74.09090909,1015.818182,0
13-02-1998,19.66666667,64.88888889,1015.666667,0
14-02-1998,20.875,64.375,1015,0
15-02-1998,21,72,1012.166667,0
16-02-1998,18,79.5,1011.5,0
17-02-1998,18.66666667,72.55555556,1012.222222,0
18-02-1998,18.42857143,68.42857143,1011.428571,0
19-02-1998,15.43140869,78.73868511,1013.375,0
20-02-1998,15.43140869,77.98868511,1014.625,0
21-02-1998,16.80394381,68.14688315,1015.384615,0
22-02-1998,17.57142857,56.42857143,1015.428571,0
23-02-1998,16.27272727,79.36363636,1013.272727,1
24-02-1998,15.88888889,82.88888889,1010.888889,1
25-02-1998,14.92857143,93.71428571,1014.642857,0
26-02-1998,15.27272727,79.81818182,1015.545455,0
27-02-1998,13.60569661,91.32327566,1016.666667,0
28-02-1998,13.92857143,84.35714286,1017.428571,0
01-03-1998,16.4,75.4,1017.6,0
02-03-1998,19,62.69230769,1016.307692,0
03-03-1998,18.22222222,86,1017.222222,1
04-03-1998,16.625,97.75,1015.625,1
05-03-1998,16.3,94.1,1013.4,1
06-03-1998,16.77777778,73.11111111,1013.333333,0
07-03-1998,15.14285714,74.42857143,1013.142857,0
08-03-1998,14.63589564,79.9870687,1010.857143,0
09-03-1998,19.78760579,54.40912341,1011.666667,0
10-03-1998,19.5,61,1011.25,0
11-03-1998,18.81818182,70.90909091,1010.818182,0
12-03-1998,15,91.875,1011.75,1
13-03-1998,17.91666667,75.66666667,1016.083333,0
14-03-1998,14.16666667,92.33333333,1015.333333,0
15-03-1998,20.16666667,59.33333333,1015.833333,0
16-03-1998,19.57142857,67,1018,0
17-03-1998,19.8,67.6,1015.2,0
18-03-1998,21.44444444,65.55555556,1015.333333,0
19-03-1998,19.44444444,77.66666667,1014.555556,0
20-03-1998,19.85714286,75.14285714,1012,0
21-03-1998,23.83333333,65.66666667,1011.333333,0
22-03-1998,22.85714286,65,1007.428571,0
23-03-1998,23.66666667,54,1340.4,0
24-03-1998,21.53223353,38.13639149,1011.142857,0
25-03-1998,19.88888889,43.44444444,1011.888889,0
26-03-1998,22.71428571,40,1013,0
27-03-1998,25.17295809,43.07445107,1013.363636,0
28-03-1998,23.5,52.58333333,1009.583333,1
29-03-1998,21,72.08333333,1012.083333,0
30-03-1998,22.55555556,69.66666667,1014.666667,0
31-03-1998,25.2,58.8,1014.2,0
01-04-1998,25.4375,65.8125,1013.8125,0
02-04-1998,28.42857143,56.71428571,1010.428571,0
03-04-1998,25,70.29411765,1010.588235,1
04-04-1998,27.66666667,55.88888889,1011.555556,0
05-04-1998,22.08333333,75.75,1013.5,0
06-04-1998,26.30769231,55.84615385,1011.846154,0
07-04-1998,27.85714286,56.71428571,1008.357143,0
08-04-1998,25.84615385,60.84615385,1004.923077,0
09-04-1998,26.42105263,51.15789474,1006.736842,0
10-04-1998,26.57142857,49,1009.571429,0
11-04-1998,24.6,52.8,1012.2,0
12-04-1998,25.8,43,1010.6,0
13-04-1998,27.09090909,38.18181818,1007.454545,0
14-04-1998,27.5,36.33333333,1009.666667,0
15-04-1998,30.33333333,29.66666667,1011.333333,0
16-04-1998,30.09090909,32.36363636,1010.545455,0
17-04-1998,27.71428571,34.71428571,1009.142857,0
18-04-1998,35.66666667,17.33333333,1008,0
19-04-1998,32,25,1006.666667,0
20-04-1998,32.8,30,1004.2,0
21-04-1998,32.5,32,1005.833333,0
22-04-1998,32.4,32,1005.5,0
23-04-1998,31.5,38.8,1005.1,0
24-04-1998,33.08333333,36,1006.083333,0
25-04-1998,31.07692308,56.07692308,1006.615385,0
26-04-1998,28.625,61.375,1009.25,0
27-04-1998,32,31.57142857,1009,0
28-04-1998,30.77777778,40.33333333,1008.444444,0
29-04-1998,33.42857143,28.85714286,1005.428571,0
30-04-1998,34.5,33.3,1006.1,0
01-05-1998,32.66666667,36.66666667,1006.833333,0
02-05-1998,32.33333333,36.11111111,1007.777778,0
03-05-1998,34.625,31.75,1006,0
04-05-1998,31.20732421,37.41564013,1006.428571,0
05-05-1998,31.25,32.08333333,1005,0
06-05-1998,31.92307692,35.84615385,1006.615385,0
07-05-1998,25.77777778,65.55555556,1009,1
08-05-1998,26.22222222,58.77777778,2121.111111,1
09-05-1998,26.58333333,53.91666667,1007.416667,1
10-05-1998,28.90909091,42.18181818,1005.909091,0
11-05-1998,32,36.42857143,1008.428571,0
12-05-1998,34.4,29.2,1006.8,0
13-05-1998,33.125,34.375,1006.625,0
14-05-1998,34.75,32.83333333,1005.75,0
15-05-1998,35.64285714,24.35714286,1002.428571,0
16-05-1998,36.28571429,31.14285714,1003.142857,0
17-05-1998,35.85714286,47.42857143,1006.285714,0
